Track,Album_Name,Artist,Release_Date,All_Time_Spotify_Rank,Track_Score,Spotify_Streams,Spotify_Popularity,YouTube_Views,YouTube_Likes,Explicit_Track_Ratings,Shazam_Counts
HVN ON EARTH (with Kodak Black),HVN ON EARTH,Lil Tecca,8/18/2023,"2,201",30.5,"114,669,893",60.0,"7,212,572","84,826",1,"250,753"
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2/16/2017,"2,205",30.5,"1,430,439,855",71.0,"308,045,364","2,768,168",0,"13,603,866"
Baarish Ban Jaana,Baarish Ban Jaana,Payal Dev,6/3/2021,"2,202",30.5,"70,622,319",57.0,"764,803,929","5,521,315",0,"162,219"
I CAN'T STOP ME,Eyes Wide Open,TWICE,10/26/2020,"2,200",30.5,"384,886,220",65.0,"681,682,229","7,966,863",0,"643,653"
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,9/6/2019,"2,203",30.5,"622,690,472",69.0,"261,237,045","2,753,871",0,"2,184,126"
Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak,7/6/2021,"2,206",30.5,"72,348,363",57.0,"717,290,683","6,865,430",0,"209,262"
Vivir Mi Vida,3,Marc Anthony,7/23/2013,"2,210",30.4,"618,671,056",71.0,"1,398,550,208","4,470,299",0,"4,858,889"
Lullaby - BadWolf Remix,Lullaby (BadWolf Remix),TR-MEET,3/24/2023,"2,213",30.4,"18,204",10.0,"327,499,400","256,952",0,964
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat) [Remixes] (feat. Jason Derulo),Jason Derulo,11/19/2020,"2,212",30.4,"286,179,073",59.0,"239,078,390","1,790,062",0,"4,522,347"
"Lose Yourself - From ""8 Mile"" Soundtrack",8 Mile,Eminem,10/29/2002,"2,222",30.4,"2,194,935,773",75.0,"1,360,758,976","9,892,246",1,"10,419,522"
My Oh My,My Oh My,Ava Max,4/4/2024,"2,216",30.4,"20,012,688",1.0,"7,298,437","149,857",0,"142,814"
willow,evermore,Taylor Swift,12/10/2020,"2,217",30.4,"844,790,027",72.0,"189,534,686","2,729,881",0,"1,987,676"
OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,8/13/2021,"2,218",30.4,"509,445,605",68.0,"21,324,881","168,696",0,"3,151,561"
Cï¿½ï¿½,VICE VERSA,Rauw Alejandro,6/25/2021,"2,215",30.4,"596,905,923",76.0,"132,634,826","1,011,336",1,"1,086,469"
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/2022,"2,214",30.4,"190,872,805",61.0,"4,804,721","64,070",0,"1,617,989"
Despï¿½ï¿½dase ,"Boca Chueca, Vol. 1",Carin Leon,6/1/2024,"2,211",30.4,"10,557,337",72.0,"4,595,134","65,231",1,"110,707"
Illegal Weapon,Illegal Weapon,Garry Sandhu,9/25/2017,"2,224",30.3,"67,999,897",57.0,"665,109,271","3,531,340",0,"335,509"
Starships,Crave Volume 7,Nicki Minaj,1/1/2012,"2,225",30.3,"1,125,407,888",73.0,"565,850,053","3,904,912",1,"10,373,004"
Calidad,Calidad,Grupo Firme,7/12/2022,"2,238",30.3,"308,915,484",54.0,"272,892,088","834,521",0,"972,534"
Send My Love (To Your New Lover),25,Adele,11/20/2015,"2,234",30.3,"1,064,599,051",66.0,"997,993,764","6,246,988",0,"8,268,701"
Chakalitos,Chakalitos,Angi Fire,7/22/2023,"2,229",30.3,"14,137,400",10.0,"221,422,238","1,754,240",0,"154,184"
No Hay Nadie Mï¿½,No Hay Nadie Mï¿½,Sebastian Yatra,1/26/2018,"2,239",30.3,"546,219,103",69.0,"1,289,314,157","6,163,163",0,"24,199"
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,1/1/2013,"2,236",30.3,"1,327,093,253",70.0,"875,568,512","5,009,883",0,"25,620,314"
Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),Witt Lowry,6/8/2018,"2,232",30.3,"390,529,605",67.0,"388,438,653","6,747,169",1,"9,200,822"
Ramenez la coupe ï¿½ï¿½ la ma,Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,7/17/2018,"2,233",30.3,"482,859,077",62.0,"550,746,505","4,627,573",0,"4,684,186"
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/2022,"2,237",30.3,"189,588,270",72.0,"87,680,985","700,043",1,"240,381"
#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo,7/27/2020,"2,230",30.3,"289,085,486",62.0,"247,178,404","3,983,154",1,"4,423,775"
Mï¿½ï¿½dchen auf dem P,Mï¿½ï¿½dchen auf dem P,Luca-Dante Spadafora,5/12/2023,"2,226",30.3,"119,141,939",67.0,"23,993,631","167,659",0,"409,234"
Cuando Te Besï¿,Cuando Te Besï¿,Becky G,8/2/2018,"2,240",30.3,"588,021,470",63.0,"1,114,556,086","5,855,578",0,"1,621,041"
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,"2,231",30.3,"306,221,125",58.0,"635,706,453","4,888,312",1,"2,066,390"
I love you,I love you,Dadju,12/8/2023,"2,247",30.2,"70,592,513",63.0,"30,034,889","219,547",0,"1,203,361"
One Last Time,My Everything,Ariana Grande,8/21/2014,"2,243",30.2,"1,465,918,510",77.0,"1,101,895,606","9,106,812",0,"5,273,745"
Malas Decisiones,K23,Kenia OS,10/27/2022,"2,246",30.2,"249,199,925",68.0,"141,829,637","1,346,158",0,"576,456"
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,5/6/2022,"2,249",30.2,"426,904,285",71.0,"198,252,709","1,323,047",0,"629,164"
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,6/10/2013,"2,250",30.2,"38,260,236",55.0,"2,809,354,638","7,825,584",0,"4,506"
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,3/31/2022,"2,241",30.2,"194,919,563",63.0,"459,414,543","1,879,854",0,"134,484"
Baarish,Baarish,Payal Dev,8/11/2020,"2,244",30.2,"12,208,412",41.0,"135,529,803","1,794,516",0,"37,064"
ZITTI E BUONI,ZITTI E BUONI,Mï¿½ï¿½ne,3/3/2021,"2,242",30.2,"475,549,122",69.0,"259,762,159","2,895,468",1,"2,395,559"
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,3/14/2023,"2,254",30.1,"241,174,958",43.0,"146,033,306","697,531",0,"522,273"
MotorSport,MotorSport,Migos,10/27/2017,"2,262",30.1,"590,983,645",62.0,"744,579,257","4,504,144",1,"3,894,893"
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,6/2/2017,"2,265",30.1,"635,393,773",59.0,"575,220,523","4,408,507",0,"4,213,886"
The Adults Are Talking,The New Abnormal,The Strokes,4/10/2020,"2,264",30.1,"457,933,102",76.0,"161,335,622","1,716,915",0,"1,670,342"
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,1/1/2005,"2,257",30.1,"1,631,152,967",80.0,"1,663,636,127","9,345,192",0,"6,770,784"
Overdose,Overdose - Single,natori,9/7/2022,"2,259",30.1,"191,425,175",62.0,"271,219,300","2,855,968",0,"367,613"
Tak Segampang Itu,Tak Segampang Itu,Anggi Marito,12/2/2022,"2,253",30.1,"415,357,981",74.0,"201,860,884","912,928",0,"127,265"
Emotionally Scarred,My Turn,Lil Baby,2/28/2020,"2,261",30.1,"289,652,584",63.0,"310,518,713","1,797,173",1,"2,007,348"
When It Rains It Pours,This One's for You,Luke Combs,6/2/2017,"2,258",30.1,"807,802,864",78.0,"576,510,087","2,093,903",0,"1,719,362"
If I Didn't Love You,If I Didn't Love You,Jason Aldean,7/23/2021,"2,268",30.0,"143,447,350",60.0,"95,029,099","693,003",0,"991,870"
NO ME QUIERO CASAR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,"2,269",30.0,"144,801,283",73.0,"33,000,813","284,943",1,"538,315"
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,5/18/2023,"2,274",30.0,"107,435,709",60.0,"18,349,123","218,523",0,"1,025,913"
ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero,7/5/2023,"2,280",30.0,"65,617,109",61.0,"189,591,521","578,345",0,"101,460"
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,5/19/2023,"2,284",30.0,"79,621,215",70.0,"87,320,948","873,405",0,"567,381"
Roses,Roses,The Chainsmokers,6/16/2015,"2,270",30.0,"1,046,848,265",68.0,"585,020,723","3,442,407",0,"9,203,307"
Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,10/4/2018,"2,267",30.0,"428,009,373",65.0,"503,301,861","3,383,825",1,"2,437,123"
BEBï¿,BEBï¿,Camilo,11/25/2020,"2,277",30.0,"401,104,048",66.0,"458,776,041","3,332,448",0,"1,090,144"
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,1/1/2013,"2,266",30.0,"751,508,028",74.0,"2,243,582,425","6,525,279",0,"4,633,986"
Palhaï¿½ï¿½a (Ao V,Palhaï¿½ï¿½a (Ao Vivo) - Si,Naiara Azevedo,1/12/2023,"2,271",30.0,"149,801,910",58.0,"296,057,090","899,154",0,"103,032"
Atmosphere,Atmosphere,FISHER,8/11/2023,"2,278",30.0,"105,178,211",70.0,"329,644","6,449",0,"582,149"
Eid,Eid,Mehmood J,6/24/2022,"2,273",30.0,"10,762",4.0,"20,819,326","318,193",0,"3,103"
Lighter,Lighter (Extended Mix),Galantis,2/16/2024,"2,295",29.9,"35,712,909",5.0,"1,679,600","30,410",0,"271,031"
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,10/9/2015,"2,290",29.9,"550,049,388",56.0,"592,341,655","4,553,103",0,"2,766,042"
Good Love,Good Love,Hannah Laing,5/12/2023,"2,296",29.9,"100,186,243",70.0,"20,691,770","124,812",0,"505,083"
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,11/2/2018,"2,299",29.9,"778,846,570",70.0,"785,898,158","2,771,037",0,"1,494,647"
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,7/17/2019,"2,294",29.9,"522,143,496",68.0,"212,806,984","1,853,709",1,"1,797,781"
Hotel,Hotel,Montell Fish,9/16/2022,"2,291",29.9,"296,674,882",74.0,"38,522,238","508,119",0,"924,914"
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,6/30/2023,"2,288",29.9,"157,476,564",71.0,"140,916,381","774,193",1,"213,453"
Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/2022,"2,286",29.9,"53,532,212",43.0,"98,671,018","1,371,770",0,"1,190,146"
X1,Little Hair,MC Cabelinho,12/20/2021,"2,285",29.9,"185,050,407",62.0,"389,574,452","2,043,151",1,"198,749"
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,8/26/2022,"2,289",29.9,"1,731,282",31.0,"462,509,288","1,209,603",0,"4,206"
DISPARA ***,DISPARA ***,Nicki Nicole,5/17/2023,"2,301",29.8,"182,184,068",66.0,"132,049,541","854,994",1,"176,341"
Burn,Halcyon,Ellie Goulding,1/1/2012,"2,306",29.8,"784,334,383",68.0,"1,776,560,692","7,559,025",0,"12,172,997"
By Your Side,By Your Side,Rod Wave,11/22/2021,"2,303",29.8,"164,804,108",60.0,"111,437,165","932,922",1,"569,269"
No Te Contaron Mal,No Te Contaron Mal,Christian Nodal,9/7/2018,"2,312",29.8,"492,542,256",68.0,"1,091,852,566","3,311,784",0,"1,316,575"
When We Were Young,25,Adele,11/20/2015,"2,305",29.8,"1,284,096,603",71.0,"1,021,758,621","6,306,795",0,"5,077,728"
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,3/3/2023,"2,302",29.8,"210,072,827",74.0,"35,281,929","221,683",1,"172,414"
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,1/1/2007,"2,307",29.8,"104,073,182",57.0,"3,982,526,341","11,455,880",0,"648,232"
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,10/7/2022,"2,313",29.8,"155,142,115",60.0,"54,256,746","737,762",1,"1,008,825"
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,11/11/2022,"2,308",29.8,"136,999,598",57.0,"352,276,536","848,233",0,"772,708"
Loading,Loading,Central Cee,10/22/2020,"2,311",29.8,"356,681,497",65.0,"204,509,339","2,198,210",1,"1,028,060"
Tek Tek (feat. MHD),Tek Tek (feat. MHD),DYSTINCT,5/11/2023,"2,326",29.7,"69,208,147",59.0,"79,305,809","522,795",0,"1,184,458"
Dos Besitos,Dos Besitos,La Joaqui,10/27/2022,"2,320",29.7,"100,335,960",56.0,"163,408,340","634,796",0,"160,060"
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,6/17/2022,"2,318",29.7,"335,203,899",76.0,"22,524,199","241,700",0,"1,795,229"
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,5/17/2019,"2,322",29.7,"1,367,265,268",75.0,"174,911,891","749,591",0,"2,785,821"
Still Rollin,Still Rollin,Shubh,5/19/2023,"2,325",29.7,"191,465,461",69.0,"126,428,962","1,236,685",0,"267,764"
Safe And Sound,Capital Cities EP,Capital Cities,1/1/2012,"2,317",29.7,"1,286,089,822",78.0,"291,434,533","3,222,924",0,"21,359,402"
Teeth,Teeth,5 Seconds of Summer,8/21/2019,"2,315",29.7,"683,247,723",71.0,"322,965,834","5,220,826",0,"3,637,003"
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,"2,316",29.7,"83,366,020",49.0,"2,000,837,797","11,310,696",1,"560,533"
Run Free,Run Free,Deep Chills,8/18/2017,"2,334",29.6,"86,943,003",55.0,"10,003,352","110,419",0,"1,866,241"
In The Dark,In the Dark,Purple Disco Machine,1/21/2022,"2,330",29.6,"177,722,624",59.0,"61,447,086","348,517",0,"5,644,172"
Felina,Felina,WIU,9/22/2022,"2,331",29.6,"227,079,649",63.0,"199,523,728","1,291,904",0,"252,351"
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,10/6/2023,"2,327",29.6,"95,871,805",14.0,"13,445,854","223,703",1,"1,905,641"
Sexy to Someone,Sexy to Someone,Clairo,5/23/2024,"2,329",29.6,"15,290,073",74.0,"1,148,601","33,597",0,"19,920"
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,"2,332",29.6,"240,138,585",56.0,"200,632,603","1,367,067",1,"601,506"
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/2022,"2,333",29.6,"239,669,425",63.0,"181,495,900","1,178,870",1,"235,905"
Let It Go,Let It Go,James Bay,1/1/2014,"2,338",29.5,"1,197,774,081",65.0,"580,076,338","3,685,849",0,"9,218,458"
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,"2,343",29.5,"178,441,881",75.0,"24,354,425","188,213",0,"456,834"
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,4/8/2022,"2,340",29.5,"86,262,202",53.0,"17,014,183","149,189",0,"316,099"
Carry You Home,Carry You Home,Alex Warren,5/31/2024,"2,339",29.5,"9,428,361",71.0,"1,902,586","62,041",0,"57,380"
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,"2,342",29.5,"152,289,860",69.0,"79,913,960","578,895",1,"1,398,310"
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,1/21/2021,"2,336",29.5,"405,754,991",66.0,"93,190,559","1,333,319",0,"4,316,684"
Every Summertime,Every Summertime,NIKI,8/10/2021,"2,346",29.5,"383,171,089",70.0,"88,319,558","994,946",0,"979,445"
Walk It Talk It,Culture II,Migos,1/26/2018,"2,337",29.5,"778,459,270",67.0,"311,818,843","2,881,524",1,"3,559,532"
Face Off,Face Off,Tech N9ne,10/7/2021,"2,347",29.5,"194,908,788",59.0,"140,886,656","3,277,009",1,"1,640,152"
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,9/30/2016,"2,345",29.5,"912,446,776",67.0,"1,323,533,350","3,121,184",0,"2,796,246"
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,"2,351",29.4,"403,041,493",66.0,"452,234,537","4,763,627",1,"686,025"
Girls Never Die,<ASSEMBLE24>,tripleS,5/8/2024,"2,352",29.4,"8,797,665",67.0,"19,762,635","804,351",0,"30,149"
"24/7, 365","24/7, 365",elijah woods,7/24/2023,"2,359",29.4,"91,124,161",71.0,"31,715,988","242,939",0,"382,697"
POCPOC,POCPOC,PEDRO SAMPAIO,11/23/2023,"2,360",29.4,"137,276,005",72.0,"73,127,958","395,431",0,"118,848"
Je M'appelle,Je M'appelle,Benzz,4/21/2022,"2,358",29.4,"231,745,345",65.0,"96,088,327","1,318,047",1,"1,068,455"
Never Forget You,Never Forget You,Zara Larsson,9/10/2015,"2,348",29.4,"972,089,598",66.0,"909,147,975","6,777,996",0,"7,156,194"
Tyler Herro,Tyler Herro,Jack Harlow,10/22/2020,"2,355",29.4,"555,631,717",66.0,"124,710,525","1,463,633",1,"1,141,637"
Ophelia,Ophelia,The Lumineers,2/5/2016,"2,350",29.4,"1,274,848,626",70.0,"267,224,710","2,081,752",0,"3,480,225"
Manos Rotas,Manos Rotas,DELLAFUENTE,11/16/2023,"2,356",29.4,"106,759,874",71.0,"35,214,805","168,576",0,"315,849"
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2/3/2021,"2,353",29.4,"364,856,266",62.0,"214,069,737","2,307,973",0,"955,292"
Satellite,Harry's House,Harry Styles,5/20/2022,"2,373",29.3,"455,718,141",70.0,"75,741,997","1,437,701",0,"1,138,012"
La Santa,YHLQMDLG,Bad Bunny,2/29/2020,"2,361",29.3,"915,557,792",75.0,"372,427,636","1,612,028",1,"1,024,927"
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,"2,372",29.3,"211,095,929",63.0,"325,655,059","2,524,096",0,"299,317"
Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,9/10/2021,"2,368",29.3,"378,668,802",71.0,"46,877,855","687,841",1,"3,103,353"
Ranjha Maahi,Ranjha Maahi - Single,Siddhant,1/12/2023,"2,375",29.3,"40,654",7.0,"361,176,372","4,152,958",0,344
Sure Thing,All I Want Is You,Miguel,5/25/2010,"2,362",29.3,"1,335,928,309",81.0,"165,856,240","1,428,581",0,"8,783,890"
Talibans,No Love,Byron Messia,1/20/2023,"2,371",29.3,"54,683,202",61.0,"117,764,650","714,375",1,"1,296,410"
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2/12/2021,"2,363",29.3,"763,292,840",74.0,"95,479,909","1,954,310",0,"1,405,713"
Lisa,Lisa,Young Miko,3/3/2023,"2,365",29.3,"209,988,103",67.0,"141,919,199","1,514,197",1,"429,046"
you should see me in a crown,you should see me in a crown,Billie Eilish,7/18/2018,"2,370",29.3,"860,596,912",71.0,"520,754,022","9,647,204",0,"3,668,559"
Te Robarï¿,Te Robarï¿,Nicky Jam,3/22/2019,"2,366",29.3,"547,483,874",61.0,"768,753,162","3,000,650",0,"2,115,863"
Somebody (2024),Somebody (2024),Gotye,2/9/2024,"2,378",29.2,"51,862,502",74.0,"1,992,397","46,818",0,"230,260"
Dandelions,Dandelions,Ruth B.,4/28/2017,"2,383",29.2,"1,561,518,107",82.0,"96,339,252","1,072,061",0,"4,364,553"
Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,"2,382",29.2,"166,427,224",53.0,"401,495,057","2,782,962",0,"141,986"
I Love You So,I Love You So,The Walters,11/28/2014,"2,394",29.2,"1,410,353,130",83.0,"417,265,571","5,087,140",0,"3,007,369"
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,"2,390",29.2,"930,343,185",75.0,"280,579,630","3,517,952",0,"2,035,027"
Not Fair,Not Fair,Niklas Dee,6/2/2023,"2,392",29.2,"164,667,038",69.0,"902,072","8,290",0,"322,313"
Him & I (with Halsey),Him & I,G-Eazy,11/30/2017,"2,384",29.2,"949,651,805",72.0,"182,719,598","2,055,406",1,"13,315,971"
TIKTOK,TIKTOK,Ian Lucas,5/23/2024,"2,381",29.2,"2,164,864",59.0,"15,887,461","533,961",0,"3,101"
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,"2,395",29.2,"47,296,342",46.0,"33,439,568","316,661",1,"208,435"
Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/2023,"2,391",29.2,"192,231,633",65.0,"111,990,624","724,790",1,"289,402"
Dirt Cheap,Leather,Cody Johnson,11/3/2023,"2,387",29.2,"44,047,842",11.0,"11,326,093","90,929",0,"252,283"
Borderline,The Slow Rush,Tame Impala,2/14/2020,"2,380",29.2,"671,310,199",76.0,"125,724,257","1,588,850",0,"2,471,535"
Tï¿,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,5/22/2020,"2,393",29.2,"327,311,508",68.0,"699,298,520","2,643,453",0,"1,353,689"
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,"2,388",29.2,"610,838,644",70.0,"369,182,880","7,406,983",0,"3,110,101"
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/2022,"2,399",29.1,"215,837,483",61.0,"306,900,769","1,945,111",0,"655,686"
Safari,Energï¿½,J Balvin,6/3/2016,"2,402",29.1,"559,708,419",65.0,"1,254,068,497","4,746,667",0,"5,773,120"
comethru,comethru,Jeremy Zucker,9/7/2018,"2,405",29.1,"822,935,346",69.0,"659,693,784","6,100,262",0,"2,123,160"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,4/5/2024,"2,403",29.1,"2,409,532",52.0,"44,586,424","222,685",0,"14,731"
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,"2,404",29.1,"266,127,900",79.0,"59,903,646","419,337",1,"445,730"
O Patinho Colorido,"Bento e Totï¿½ï¿½, Vo",Bento e Totï¿,11/15/2019,"2,396",29.1,"11,029,541",52.0,"1,003,456,602","2,729,246",0,"13,061"
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,"2,397",29.1,"47,723,324",52.0,"90,212,996","801,572",0,"3,631,070"
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Barï¿½ï¿½es Da Pisad,8/3/2022,"2,413",29.0,"17,075,528",40.0,"458,564,536","2,110,326",0,"5,899"
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,3/25/2024,"2,408",29.0,"29,089,538",72.0,"39,607,373","513,074",0,"43,383"
Little Dark Age,Little Dark Age,MGMT,10/17/2017,"2,415",29.0,"641,453,269",72.0,"409,991,163","5,836,318",0,"5,504,564"
Hypnotized,Hypnotized,Purple Disco Machine,4/8/2020,"2,419",29.0,"354,683,755",58.0,"213,371,276","1,027,195",0,"8,349,963"
Diable,Bocaterrosa,Ven'nus,2/28/2023,"2,423",29.0,"53,058",10.0,"326,994,714","529,872",0,142
Laung Laachi Title Track,"Laung Laachi Title Track (From ""Laung Laachi"")",Mannat Noor,2/22/2018,"2,422",29.0,"30,173,434",45.0,"1,535,932,925","6,444,235",0,"256,247"
ELEVEN,ELEVEN,IVE,12/1/2021,"2,407",29.0,"306,760,464",66.0,"458,931,624","5,675,068",0,"493,607"
Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,"2,416",29.0,"917,916,061",75.0,"182,161,713","2,330,786",1,"3,109,292"
ýýýýýýýýýýýý ýýýýýýýýýýýý,The End,Lusia Chebotina,10/29/2021,"2,421",29.0,"32,318,892",51.0,"366,398,853","1,436,406",0,"1,544,949"
We Ride,We Ride - Single,Bryan Martin,10/28/2022,"2,414",29.0,"200,017,368",76.0,"35,463,149","219,282",1,"503,044"
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,"2,437",28.9,"254,191,262",71.0,"66,231,224","1,090,031",1,"555,350"
Cochinae,Querian Perreo?,Julianno Sosa,4/19/2022,"2,438",28.9,"155,050,178",58.0,"285,012,395","1,652,366",1,"430,196"
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,1/1/2014,"2,428",28.9,"1,879,966,374",77.0,"464,847,219","2,891,357",0,"15,809,409"
Murder,Murder,Bgnzinho,2/14/2023,"2,431",28.9,"2,613,573",37.0,"1,141,572","13,557",1,"71,048"
Major Distribution,Her Loss,Drake,11/4/2022,"2,430",28.9,"199,662,854",62.0,"26,734,808","271,645",1,"312,418"
Piï¿½ï¿½man Deï¿,Piï¿½ï¿½man Deï¿½ï¿½ilim ,Semicenk,6/2/2023,"2,434",28.9,"134,291,091",65.0,"147,910,091","435,023",0,"409,388"
Dynamite,Rokstarr (Special Edition),Taio Cruz,1/1/2010,"2,439",28.9,"1,070,923,216",69.0,"576,914,505","3,412,361",0,"8,023,558"
GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/2022,"2,436",28.9,"240,519,561",62.0,"203,263,077","2,270,776",1,"177,813"
Here,Here,Alessia Cara,4/30/2015,"2,441",28.9,"616,445,374",65.0,"656,387,408","7,682,235",0,"7,438,678"
COME UN TUONO (feat. Guï¿½,RADIO SAKURA,Rose Villain,3/7/2024,"2,433",28.9,"53,590,796",75.0,"26,526,323","97,934",1,"488,628"
Favorito,Favorito,Camilo,3/26/2020,"2,435",28.9,"488,713,982",58.0,"596,356,173","4,579,674",0,"848,173"
Royalty,Royalty,Egzod,4/22/2021,"2,432",28.9,"317,252,487",74.0,"156,128,236","2,068,133",0,"4,302,673"
Am I Wrong,More Music 2013,Nico & Vinz,1/1/2013,"2,440",28.9,"965,827,790",71.0,"243,060,460","2,037,116",0,"19,231,875"
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,"2,424",28.9,"227,893,586",73.0,"30,913,276","159,791",0,"708,143"
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,"2,424",28.9,"227,893,586",73.0,"30,913,276","159,791",0,"708,143"
Still Trappin' (with King Von),The Voice,Lil Durk,12/24/2020,"2,448",28.8,"176,140,377",61.0,"90,527,434","1,019,305",1,"494,233"
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/2023,"2,450",28.8,"52,295,701",64.0,"82,604,684","950,767",1,"353,346"
Issues,Issues,Julia Michaels,1/13/2017,"2,446",28.8,"1,214,862,854",69.0,"333,612,581","3,284,811",0,"9,191,508"
